conceptType,conceptUri,preferredLabel,status,skillType,reuseLevel,altLabels,description,broaderConceptUri,broaderConceptPT
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d96078b0-12f4-47d3-a260-61d22050a840,technologie komunikacji pojazd-otoczenie,released,knowledge,sector-specific,,"Technologia, dzięki której pojazdy mogą komunikować się z innymi pojazdami i z otaczającą je infrastrukturą systemu transportowego. Technologia ta składa się z dwóch elementów: komunikacji pojazd-pojazd (V2V), dzięki której pojazdy mogą komunikować się między sobą, oraz komunikacji pojazd-infrastruktura (V2I), dzięki której pojazdy mogą komunikować się z systemami zewnętrznymi, takimi jak latarnie uliczne, budynki oraz rowerzyści lub piesi.
	",http://data.europa.eu/esco/isced-f/0619,"technologie informacyjno-komunikacyjne, gdzie indziej niesklasyfikowane"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d9818afc-1dec-4944-8c9c-e3ae8fad176d,konfigurować panel sterowania maszyny,released,skill/competence,cross-sector,,Konfiguracja i wysyłanie poleceń do urządzenia poprzez przesyłanie odpowiednich danych wejściowych do (komputerowego) administratora danych w odniesieniu do pożądanego produktu przetworzonego.,http://data.europa.eu/esco/skill/494b8057-daf5-46a0-b33b-416e0115c30a,wykorzystywanie narzędzi cyfrowych do kontrolowania maszyn
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d9eaf831-9348-4330-a83e-b7c099cdc8f6,Teradata Database,released,knowledge,sector-specific,,"Program komputerowy Teradata Database jest narzędziem do tworzenia, aktualizacji i zarządzania bazami danych, opracowanym przez firmę programistyczną Teradata Corporation.",http://data.europa.eu/esco/skill/ab1e97ed-2319-4293-a8b7-072d2648822f | http://data.europa.eu/esco/isced-f/0612,system zarządzania bazą danych | projektowanie baz danych i sieci oraz administrowanie nimi
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/da042121-959d-451b-b4d0-3bbf07c1bc67,analizować wymogi szerokości pasma sieci,released,skill/competence,sector-specific,badać wymogi szerokości pasma sieci | analizować wymogi przepustowości sieci | analizować wymogi transmisji danych sieci | testować wymagania przepustowości sieci | oceniać wymogi szerokości pasma sieci,Badanie wymagań w zakresie zdolności przesyłowej sieci ICT lub innego systemu telekomunikacyjnego.,http://data.europa.eu/esco/skill/f839b1da-78b6-4466-86f4-a5798821ea20,zakładanie systemów komputerowych
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/da6393d5-a53c-4863-abc7-51f36281d74e,Szczupłe zarządzanie projektami,released,knowledge,sector-specific,Lean management,"Podejście szczupłego zarządzania projektami jest metodologią planowania, zarządzania i nadzorowania zasobów ICT w celu osiągnięcia określonych celów i przy użyciu narzędzi ICT do zarządzania projektami.",http://data.europa.eu/esco/isced-f/0413 | http://data.europa.eu/esco/skill/bec4359e-cb92-468f-a997-8fb28e32fba9,zarządzanie i administracja | metodologie zarządzania projektami ICT
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/da930e2f-6047-4616-a598-bba8ecef3039,zarządzać otwartymi publikacjami,released,skill/competence,cross-sector,,"Posiadać wiedzę na temat strategii dotyczących otwartych publikacji, metod wykorzystania technologii informacyjnych do wspierania badań oraz rozwoju systemów CRIS (systemy aktualnych informacji o badaniach) i repozytoriów instytucjonalnych i zarządzania nimi. Zapewniać porady w zakresie udzielania licencji i praw autorskich, stosować wskaźniki bibliometryczne oraz mierzyć wpływ badań i sporządzać sprawozdania w tym zakresie.
    ",http://data.europa.eu/esco/skill/98fb499f-9155-412d-a8a0-95ba97126fec,wykorzystywanie narzędzi cyfrowych do współpracy i produktywności
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/dad18fbb-7053-46ed-8a7e-817a10b26ab8,programować domowe systemy alarmowe,released,skill/competence,occupation-specific,,"Wybieranie ustawień odpowiednich dla konkretnej sytuacji, w której działa system alarmowy. Ustanawianie obszarów o różnych ustawieniach polityki, jeżeli dotyczy. Określenie, w jaki sposób system będzie uzbrajany i rozbrajany. Określenie działań, które należy podjąć w przypadku uruchomienia systemu i wybieranie różnorodnych innych ustawień.",http://data.europa.eu/esco/skill/18ab25a5-ce2d-4cd5-b7b0-3890f595f77d | http://data.europa.eu/esco/skill/494b8057-daf5-46a0-b33b-416e0115c30a,zarządzać systemem alarmowym | wykorzystywanie narzędzi cyfrowych do kontrolowania maszyn
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/dad7e408-162f-46a4-8567-db560e19e2fc,identyfikować słabe strony systemów ICT,released,skill/competence,sector-specific,,"Przeprowadzanie analizy architektury systemu i sieci, komponentów sprzętu i oprogramowania oraz danych w celu zidentyfikowania słabych punktów i podatności na ingerencje lub ataki. Wykonywać operacje diagnostyczne na infrastrukturze cybernetycznej, w tym badania, identyfikację, interpretację i kategoryzację podatności, powiązanych ataków i kodu złośliwego (np. analiza złośliwego oprogramowania i szkodliwej aktywności sieciowej). Porównywać wskaźniki lub możliwe do zaobserwowania zjawiska z wymogami i prowadzić przegląd dzienników w celu zidentyfikowania dowodów na wcześniejsze ingerencje.
	",http://data.europa.eu/esco/skill/7adb8473-bcc6-4ff8-9850-76d945d40092 | http://data.europa.eu/esco/skill/185c56ee-098f-46a1-af87-56337085da6f,analizować systemy ICT | ochrona urządzeń ict
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/db36f7f1-5900-45bd-9ffb-f2b19c4362ac,wspierać użytkowników systemów ICT,released,skill/competence,sector-specific,udzielać wskazówek użytkownikom systemów ICT | wspierać użytkowników systemów teleinformatycznych | wspierać obsługę systemów ICT | udzielać pomocy użytkownikom systemów ICT | obsługiwać użytkowników systemów ICT | wspierać systemy ICT,"Komunikowanie się z użytkownikami końcowymi, doradzanie im, w jaki sposób postępować z zadaniami, wykorzystywać narzędzia i metody wsparcia ICT do rozwiązywania problemów oraz wskazywania potencjalnych skutków ubocznych i dostarczania rozwiązań.",http://data.europa.eu/esco/skill/699e7c26-6502-4e78-a823-3656ff5a5b8b | http://data.europa.eu/esco/skill/c2296e2e-5fef-4f24-a24f-e5b3792268be | http://data.europa.eu/esco/skill/6c4fa8c8-e9e1-49b5-897f-6b61fe649488,instruować inne osoby | zapewniać wsparcie w dziedzinie ICT | szkolenie w zakresie procedur operacyjnych
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/db77825e-0f3e-47d0-abdb-356794484272,korzystać z narzędzi i urządzeń do obliczeń matematycznych,released,skill/competence,cross-sector,,"Stosowanie przenośnych urządzeń elektronicznych do wykonywania zarówno podstawowych, jak i złożonych operacji arytmetycznych.",http://data.europa.eu/esco/skill/19ba11f3-9c99-41fd-a7c9-f77e6a026186 | http://data.europa.eu/esco/skill/f5f15f9c-6334-4728-8dc5-3a20a00dfc37,wykonywać obliczenia | dokonywanie obliczeń
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/dba46f87-0831-49cd-a1c7-340a653c0221,Programowanie zwinne,released,knowledge,sector-specific,,Zwinny model rozwoju to metodyka projektowania systemów i aplikacji.,http://data.europa.eu/esco/skill/bec4359e-cb92-468f-a997-8fb28e32fba9 | http://data.europa.eu/esco/isced-f/0613,metodologie zarządzania projektami ICT | tworzenie i analizowanie oprogramowania i aplikacji
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/dbab7fdd-b99b-4233-bc81-75563eee51a4,montować urządzenia telekomunikacyjne,released,skill/competence,occupation-specific,montować sprzęt telekomunikacyjny | składać sprzęt telekomunikacyjny | składać przyrządy telekomunikacyjne | montować przyrządy telekomunikacyjne | składać urządzenia telekomunikacyjne,Łączenie części i elementów urządzeń wykorzystujących technologiczne metody przekazywania i odbioru informacji.,http://data.europa.eu/esco/skill/592525ab-b517-4c55-8c65-17e0f5d99205,montaż wyrobów elektrycznych i elektronicznych
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/dc298fac-7ab4-4feb-9b43-33d947d7703e,standardy e-learningu opartego na rozwiązaniach internetowych,released,knowledge,sector-specific,,"Standardy i specyfikacje stosowane w e-learningu internetowym, takie jak SCORM (Sharable Content Object Reference Model), określające komunikację między treściami po stronie klienta a systemem hosta obsługiwanym przez system zarządzania nauczaniem.",http://data.europa.eu/esco/isced-f/0612,projektowanie baz danych i sieci oraz administrowanie nimi
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/dcdd5ddf-82a6-4ac3-8edc-d4b23cae9a88,VBScript,released,knowledge,sector-specific,,"Techniki i zasady programowania, takie jak analiza, algorytmy, kodowanie, testowanie i kompilacja paradygmatów programowania w VBScript.",http://data.europa.eu/esco/skill/21d2f96d-35f7-4e3f-9745-c533d2dd6e97 | http://data.europa.eu/esco/isced-f/0613,programowanie komputerowe | tworzenie i analizowanie oprogramowania i aplikacji
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/dd0e44b9-b285-4563-8ffc-1d4d96bf548c,czujniki kontraktronowe,released,knowledge,occupation-specific,,"Czujniki wykrywające separację wielu elementów magnetycznych, często używane do wykrywania otwarcia drzwi i okien w celu zapobiegania włamaniom.",http://data.europa.eu/esco/isced-f/0714,elektronika i automatyka
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/dd1e0bc8-d54a-435a-bc43-586bac0b8c02,opracowywać informacje dotyczące bezpieczeństwa w środowisku ICT,released,skill/competence,occupation-specific,opracowywać komunikaty dotyczące bezpieczeństwa w środowisku 3D | przygotowywać informacje dotyczące bezpieczeństwa | prezentować informacje dotyczące bezpieczeństwa | opracowywać informacje dotyczące bezpieczeństwa w środowisku teleinformatycznym | prezentować informacje dotyczące bezpieczeństwa i ostrzeżenia,"Tworzenie komunikatów ostrzegawczych, takie jak okna dialogowe, komunikaty wyświetlane, powiadomienia lub dymki, które ostrzegają użytkownika o stanie, który może spowodować problem w przyszłości i udzielanie informacji dotyczących bezpieczeństwa zgodnie ze standardami, przy użyciu międzynarodowych słów ostrzegawczych.",http://data.europa.eu/esco/skill/df329d70-87b0-466b-a214-3431f36e2a5e | http://data.europa.eu/esco/skill/185c56ee-098f-46a1-af87-56337085da6f,chronić urządzenia ICT | ochrona urządzeń ict
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/dd276faa-ef0a-4ad0-8744-37b883a79b64,dostosowywać anteny do talerzy odbiorczych,released,skill/competence,occupation-specific,,Dostosowywanie anten do talerzy odbiorczych w celu uzyskania najsilniejszego sygnału do transmisji emisji pochodzących z lokalizacji terenowych.,http://data.europa.eu/esco/skill/0a88a13f-693a-4dde-b44c-22e6f98fabc6,obsługa sprzętu łącznościowego
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/dda69c90-2355-4ab5-b0ef-6ada47f74cc1,testować wyposażenie komputerowe,released,skill/competence,occupation-specific,,"Testowanie układów i elementów wyposażenia komputerowego przy użyciu odpowiedniego sprzętu. Gromadzenia i analizowanie danych. Monitorowanie i ocenianie wyników systemu, aby podjąć działania w razie potrzeby.",http://data.europa.eu/esco/skill/7dd94ad3-13d6-43fe-8b94-51fcbf67ced9 | http://data.europa.eu/esco/skill/52b38e90-3d05-4042-a9e2-d19dec8dd7c1 | http://data.europa.eu/esco/skill/6d0cad66-82dd-4854-a03a-68232942c68d,myśleć krytycznie | testować sprzęt komputerowy | montaż elementów drewnianych i metalowych
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ddb65832-91a7-4157-9488-719a0e2ad87b,prowadzić ćwiczenia z zakresu odtwarzania awaryjnego,released,skill/competence,sector-specific,,"Prowadzenie ćwiczeń, które uświadamiają ludziom, co należy zrobić w przypadku nieprzewidzianego katastrofalnego zdarzenia w odniesieniu do funkcjonowania lub bezpieczeństwa systemów ICT, takich jak odzyskiwanie danych, ochrona tożsamości i informacji oraz określenie, jakie kroki należy podjąć, aby zapobiec dalszym problemom.",http://data.europa.eu/esco/skill/75d8e5d9-bef3-418b-9011-01bff9f27207 | http://data.europa.eu/esco/skill/699e7c26-6502-4e78-a823-3656ff5a5b8b | http://data.europa.eu/esco/skill/b7e752ec-7b2e-46e6-ac24-8b1233609c31,przewodzić innym osobom | instruować inne osoby | przewodzenie i motywowanie
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ddc3119d-1d6e-4324-9125-a3380d299ac5,technologia komputerowa,released,knowledge,cross-sector,,"Komputery, sieci komputerowe oraz inne technologie i sprzęt informatyczny, które mogą przechowywać, wyszukiwać, przesyłać i przetwarzać dane.",http://data.europa.eu/esco/isced-f/0714,elektronika i automatyka
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ddfd922f-a4f7-47a7-bf1c-cf9124e5bf40,sporządzać mapy synoptyczne,released,skill/competence,cross-sector,,"Sporządzanie map pogodowych dla konkretnych obszarów, zawierających informacje takie jak temperatura, ciśnienie powietrza oraz obszary deszczowe.",http://data.europa.eu/esco/skill/8f9f8b20-ff26-4392-b04f-695dcde5b90a,przedstawianie informacji technicznych lub w zakresie badań
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ddfe79e2-c2e3-4ba7-9bdf-3820b4f75b54,identyfikować potrzeby użytkownika ICT,released,skill/competence,sector-specific,techniki identyfikacji potrzeb użytkownika ICT | analizować potrzeby użytkownika ICT | określać potrzeby użytkownika ICT | identyfikować potrzeby użytkownika systemu ICT | określać wymagania użytkownika ICT | identyfikować wymagania użytkownika ICT,"Określanie potrzeb i wymagań użytkowników ICT w ramach konkretnego systemu poprzez zastosowanie metod analitycznych, takich jak analiza grup docelowych.",http://data.europa.eu/esco/skill/42fcf80d-7b45-40f3-bd2f-5411c4c0dfa0 | http://data.europa.eu/esco/skill/ec528c47-65f4-4187-9dc1-5a8889f84a06 | http://data.europa.eu/esco/skill/db36f7f1-5900-45bd-9ffb-f2b19c4362ac | http://data.europa.eu/esco/skill/31c83903-8fc8-4bd8-9ca4-7a98a9c31eae,identyfikować potrzeby technologiczne | analiza operacji biznesowych | wspierać użytkowników systemów ICT | przeprowadzać analizę potrzeb klientów
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/de0be6e8-644c-4cc9-9c8d-925dd98dda56,oprogramowanie do projektowania interakcji,released,knowledge,sector-specific,projektowanie zorientowane na cel | oprogramowanie projektowania interakcji | projektowanie interakcji oprogramowania i interfejsów | projektowanie interakcji | oprogramowania do projektowania interakcji | projektowanie zorientowane na użytkownika | metodologie projektowania interakcji projektowania,"Metodologie projektowania interakcji między użytkownikami a oprogramowaniem lub usługą w celu zaspokojenia potrzeb i preferencji większości osób, które będą miały styczność z produktem, oraz w celu uproszczenia komunikacji między produktem a użytkownikiem, np. projektowanie ukierunkowane na cele.",http://data.europa.eu/esco/isced-f/0611,obsługa i użytkowanie komputerów
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/de586dcf-d7e5-4340-bf5b-d59026f1b436,narzędzie do testów penetracyjnych,released,knowledge,sector-specific,webinspect | dane wyjściowe testu penetracyjnego | Burpsuite | oprogramowanie do testów penetracyjnych | programy do testów penetracyjnych | metasploit,"Specjalistyczne narzędzia ICT testujące słabe punkty zabezpieczeń systemu pod kątem potencjalnego nieautoryzowanego dostępu do informacji o systemie, takie jak Metasploit, pakiet Burp i Webinspect.",http://data.europa.eu/esco/isced-f/0613 | http://data.europa.eu/esco/skill/f4a85869-1855-45d5-a43c-7ee8cd451996,tworzenie i analizowanie oprogramowania i aplikacji | przeprowadzać testy bezpieczeństwa ICT
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/de804504-bd5c-465d-b54f-9da299d8ee90,utrzymywać systemy zarządzania zapasami,released,skill/competence,cross-sector,,Aktualizowanie systemów kontroli zapasów i zapewnienie dokładności ewidencji.,http://data.europa.eu/esco/skill/7a6f50a7-d876-461a-8336-f85a01af4c5f | http://data.europa.eu/esco/skill/e963cf1f-dc3c-48b2-a0fa-274f5e7f50f6,nadzorować kontrolę jakości zapasów | przechowywanie towarów i materiałów
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/de9f85ba-e77f-48fd-8c66-f5ebaf32d655,Oracle Relational Database,released,knowledge,sector-specific,,"Program komputerowy Oracle Rdb jest narzędziem do tworzenia, aktualizacji i zarządzania bazami danych, opracowanym przez firmę programistyczną Oracle.",http://data.europa.eu/esco/skill/ab1e97ed-2319-4293-a8b7-072d2648822f | http://data.europa.eu/esco/isced-f/0612,system zarządzania bazą danych | projektowanie baz danych i sieci oraz administrowanie nimi
